1 7.78691
2 10.0356
3 11.1935
4 11.967
5 12.6257
6 13.1026
7 13.5341
8 13.8786
9 14.2081
10 14.4749
11 14.7368
12 14.9429
13 15.1458
14 15.3028
15 15.4571
16 15.5694
17 15.6891
18 15.7815
19 15.8777
20 15.9454
21 16.021
22 16.0706
23 16.1266
24 16.1571
25 16.2031
26 16.2275
27 16.2654
28 16.2892
29 16.3304
30 16.3576
31 16.3991
32 16.417
33 16.4548
34 16.4774
35 16.5258
36 16.5531
37 16.5864
38 16.5857
39 16.617
40 16.6281
41 16.6628
42 16.6541
43 16.6661
44 16.6314
45 16.6215
46 16.5453
47 16.5308
48 16.3322
