0,0.00133716
400000,-0.00564701
800000,0.0250186
1200000,0.00304934
1600000,0.0154445
2000000,0.0247891
2400000,0.0608515
2800000,0.0445924
3200000,0.0646978
3600000,0.120312
4000000,0.0968466
4400000,0.088218
4800000,0.101334
5200000,0.129041
5600000,0.159245
6000000,0.176628
6400000,0.168534
6800000,0.137283
7200000,0.160504
7600000,0.16701
8000000,0.170437
8400000,0.196463
8800000,0.135162
9200000,0.183417
9600000,0.222231
10000000,0.164721
10400000,0.221232
10800000,0.210393
11200000,0.190056
11600000,0.203816
12000000,0.217943
12400000,0.213247
12800000,0.199564
13200000,0.21497
13600000,0.256642
14000000,0.224821
14400000,0.196758
14800000,0.217859
15200000,0.214067
15600000,0.231099
16000000,0.224942
16400000,0.204048
16800000,0.213385
17200000,0.260449
17600000,0.238643
18000000,0.259629
18400000,0.250725
18800000,0.232365
19200000,0.235101
19600000,0.217298
20000000,0.241013
20400000,0.255872
20800000,0.206922
21200000,0.238077
21600000,0.217844
22000000,0.196777
22400000,0.240819
22800000,0.249928
23200000,0.214183
23600000,0.231375
24000000,0.219408
24400000,0.217074
24800000,0.238373
25200000,0.266194
25600000,0.226034
26000000,0.246453
26400000,0.217288
26800000,0.240765
27200000,0.217241
27600000,0.243882
28000000,0.22135
28400000,0.219388
28800000,0.279692
29200000,0.195221
29600000,0.217973
30000000,0.229475
30400000,0.247161
30800000,0.234712
31200000,0.251742
31600000,0.25557
32000000,0.24088
32400000,0.224628
32800000,0.279966
33200000,0.229496
33600000,0.233786
34000000,0.271622
34400000,0.228128
34800000,0.220773
35200000,0.259089
35600000,0.21188
36000000,0.227732
36400000,0.255816
36800000,0.210193
37200000,0.232045
37600000,0.237636
38000000,0.221155
38400000,0.275901
38800000,0.239801
39200000,0.237955
39600000,0.255924
40000000,0.227853
