0.0,802.932,1.0
0.1,795.726,0.9910253919385452
0.2,790.651,0.9847048068827745
0.3,787.338,0.9805786791409483
0.4,784.8,0.9774177638953235
0.5,782.373,0.9743950919878646
0.6,780.603,0.9721906711900883
0.7,778.069,0.9690347376863794
0.8,775.122,0.965364439329856
0.9,772.634,0.9622657958581797
1.0,768.725,0.9573973885708877
1.1,766.872,0.955089596628357
1.2,766.904,0.955129450563684
1.3,766.981,0.9552253490955648
1.4,763.951,0.9514516795942869
1.5,762.207,0.9492796401189639
1.6,760.344,0.9469593938216437
1.7,759.431,0.9458223112293445
1.8,759.245,0.9455906602302561
1.9,756.525,0.9422030757274588
2.0,755.478,0.9408991047809776
2.1,753.923,0.93896245261118
2.2,750.055,0.9341451081785256
2.3,749.463,0.9334078103749757
2.4,747.899,0.9314599492858673
2.5,747.248,0.9306491707890582
2.6,746.071,0.9291832932303109
2.7,744.386,0.9270847344482471
2.8,741.976,0.9240832349439305
2.9,740.812,0.92263354804641
3.0,738.828,0.9201626040561343
3.1,735.545,0.916073839378677
3.2,735.228,0.9156790363318437
3.3,733.379,0.913376226131229
3.4,732.226,0.9119402390239771
3.5,731.417,0.9109326817214908
3.6,730.719,0.91006336775717
3.7,728.464,0.9072549107520936
3.8,726.785,0.9051638245829036
3.9,726.523,0.9048375204874136
4.0,726.013,0.9042023483931392
4.1,724.356,0.9021386618044865
4.2,721.625,0.8987373775114206
4.3,721.317,0.898353783383898
4.4,719.707,0.896348632262757
4.5,719.734,0.8963822590206892
4.6,717.757,0.8939200330787662
4.7,715.761,0.891434143862743
4.8,713.678,0.8888399017600493
4.9,713.872,0.8890815162429695
5.0,714.894,0.8903543513024764
5.1,713.284,0.8883492001813353
5.2,712.172,0.8869642759287213
5.3,710.735,0.885174585145442
5.4,710.331,0.8846714292119382
5.5,709.309,0.8833985941524313
5.6,707.026,0.8805552649539438
5.7,708.175,0.8819862703192798
5.8,706.283,0.8796299063930694
5.9,704.613,0.8775500291431902
6.0,705.057,0.8781030024958527
6.1,706.67,0.8801118899234306
6.2,704.51,0.8774217492888563
6.3,703.254,0.8758574823272706
6.4,703.417,0.8760604883103427
6.5,702.979,0.8755149875705539
6.6,703.186,0.8757727927147007
6.7,703.014,0.8755585778123178
6.8,702.567,0.8750018681532185
6.9,701.887,0.874154972027519
7.0,698.791,0.8702991037846294
7.1,697.827,0.8690985039829027
7.2,696.733,0.8677359975689098
7.3,695.919,0.8667222130890286
7.4,693.724,0.8639884822126905
7.5,693.913,0.8642238695182157
7.6,694.219,0.8646049727747804
7.7,691.358,0.8610417818694484
7.8,691.548,0.8612784146104526
7.9,690.223,0.8596282126008179
8.0,689.083,0.8582084161547926
8.1,687.815,0.8566292039674593
8.2,687.764,0.8565656867580318
8.3,686.873,0.85545600374627
8.4,685.387,0.8536052866245211
8.5,683.486,0.8512377137789999
8.6,682.47,0.8499723513323669
8.7,682.388,0.8498702256230914
8.8,681.753,0.8490793740939457
8.9,682.012,0.8494019418829987
9.0,680.55,0.8475811152127453
9.1,680.158,0.8470929045049892
9.2,679.281,0.8460006575899328
9.3,678.374,0.8448710476105075
9.4,677.981,0.8443815914672724
9.5,676.869,0.8429966672146583
9.6,675.783,0.8416441242844973
9.7,673.935,0.8393425595193614
9.8,672.844,0.8379837894118057
9.9,673.159,0.8383761015876812
10.0,671.47,0.8362725610637015
10.1,671.063,0.8357656688237609
10.2,669.065,0.8332772887367798
10.3,667.453,0.8312696467446807
10.4,666.153,0.8296505806220204
10.5,665.307,0.828596942206812
10.6,665.411,0.8287264674966248
10.7,666.171,0.8296729984606418
10.8,666.456,0.830027947572148
10.9,663.382,0.8261994789097955
11.0,663.396,0.8262169150065011
11.1,662.389,0.8249627614791788
11.2,660.191,0.8222252942964037
11.3,659.972,0.8219525439265093
11.4,659.371,0.8212040372036485
11.5,659.086,0.8208490880921423
11.6,658.414,0.8200121554502747
11.7,658.183,0.8197244598546327
11.8,657.253,0.8185662048591911
11.9,657.241,0.8185512596334434
12.0,655.924,0.8169110211076405
12.1,654.008,0.8145247667299348
12.2,654.357,0.8149594237120951
12.3,652.704,0.8129007188653584
12.4,652.726,0.8129281184458957
12.5,653.976,0.8144849127946078
12.6,652.439,0.8125706784634315
12.7,653.461,0.8138435135229384
12.8,651.849,0.8118358715308395
12.9,652.044,0.8120787314492385
13.0,652.343,0.8124511166574504
13.1,650.833,0.8105705090842064
